epoch,phase,time_sec,train_total,train_l1,train_energy,train_content,train_cycle,train_ser,train_advG,train_D,train_prosody,train_grl,train_ser_online,valid_frame_ratio,val_total,val_l1,val_energy,val_content,val_cycle,val_ser,val_adv,val_ser_acc,w_lambda_l1,w_lambda_content,w_lambda_cycle,w_lambda_energy,w_lambda_ser,w_lambda_adv,w_lambda_prosody,w_lambda_grl
179,PHASE 2 — emotion injection (v2 fix),23.584603548049927,5.105448,0.228779,0.119869,0.161044,0.093433,0.003619,0.55326,0.142139,0.90404,0.0,0.021947,0.684289,2.224836,0.237405,0.135907,0.125967,0.081018,0.006074,0.540906,1.0,3.603076923076923,6.0,2.0,2.0,2.9884615384615385,0.2988461538461539,3.0,1.0
180,PHASE 2 — emotion injection (v2 fix),22.56506037712097,5.107724,0.228867,0.119639,0.160965,0.093339,0.003964,0.550316,0.139732,0.905023,0.0,0.017662,0.683317,2.236109,0.236709,0.134086,0.127448,0.080931,0.006461,0.566189,1.0,3.6,6.0,2.0,2.0,3.0,0.3,3.0,1.0
181,PHASE 3 — emotion sharpening (v2 fix),22.858490467071533,5.066111,0.231602,0.118243,0.166787,0.094553,0.003085,0.45787,0.183974,0.913701,0.0,0.011726,0.686505,2.223471,0.243667,0.138595,0.136914,0.082309,0.003857,0.510645,1.0,2.9914285714285715,6.0,2.0,2.0,4.014285714285714,0.42257142857142854,3.0,1.0
182,PHASE 3 — emotion sharpening (v2 fix),23.567022562026978,5.068733,0.232662,0.119219,0.167228,0.094703,0.002974,0.453853,0.179725,0.912863,0.0,0.027378,0.682722,2.153867,0.240119,0.134009,0.134903,0.082941,0.004508,0.414327,1.0,2.9828571428571427,6.0,2.0,2.0,4.0285714285714285,0.4251428571428571,3.0,1.0
183,PHASE 3 — emotion sharpening (v2 fix),21.899518489837646,5.062748,0.232294,0.118972,0.166946,0.094535,0.002825,0.462879,0.175079,0.91125,0.0,0.020929,0.677335,2.169915,0.238664,0.13458,0.13436,0.082215,0.004536,0.472225,1.0,2.974285714285714,6.0,2.0,2.0,4.042857142857143,0.4277142857142857,3.0,1.0
184,PHASE 3 — emotion sharpening (v2 fix),22.736462116241455,5.060794,0.232019,0.119117,0.16633,0.09473,0.002781,0.466359,0.173807,0.911689,0.0,0.021338,0.685682,2.188602,0.238479,0.130404,0.137046,0.084258,0.005281,0.484135,1.0,2.9657142857142857,6.0,2.0,2.0,4.057142857142857,0.43028571428571427,3.0,1.0
185,PHASE 3 — emotion sharpening (v2 fix),23.638030767440796,5.059492,0.231841,0.118871,0.166296,0.094776,0.002923,0.467306,0.170686,0.911554,0.0,0.019013,0.685186,2.113965,0.238823,0.129428,0.132253,0.083612,0.003268,0.40389,1.0,2.9571428571428573,6.0,2.0,2.0,4.071428571428571,0.43285714285714283,3.0,1.0
186,PHASE 3 — emotion sharpening (v2 fix),22.321353435516357,5.061455,0.231891,0.119028,0.165997,0.094781,0.002828,0.472137,0.171024,0.912322,0.0,0.018496,0.686719,2.126018,0.237614,0.131791,0.129982,0.081948,0.004189,0.461419,1.0,2.9485714285714284,6.0,2.0,2.0,4.085714285714285,0.4354285714285714,3.0,1.0
187,PHASE 3 — emotion sharpening (v2 fix),23.46573233604431,5.059801,0.231515,0.119035,0.165975,0.094737,0.003194,0.473787,0.171078,0.911714,0.0,0.022192,0.687293,2.157776,0.240249,0.135742,0.137101,0.081588,0.003664,0.409032,1.0,2.94,6.0,2.0,2.0,4.1,0.438,3.0,1.0
188,PHASE 3 — emotion sharpening (v2 fix),23.07733964920044,5.060413,0.231322,0.118814,0.166098,0.094471,0.002787,0.481358,0.170126,0.91187,0.0,0.014643,0.682427,2.174274,0.243119,0.138905,0.138097,0.084305,0.004948,0.377294,1.0,2.9314285714285715,6.0,2.0,2.0,4.114285714285714,0.44057142857142856,3.0,1.0
189,PHASE 3 — emotion sharpening (v2 fix),21.139458179473877,5.057405,0.230924,0.118589,0.165995,0.094569,0.002891,0.474778,0.169599,0.91261,0.0,0.022339,0.685878,2.223379,0.240716,0.135519,0.133123,0.082368,0.003897,0.607475,1.0,2.922857142857143,6.0,2.0,2.0,4.128571428571428,0.4431428571428571,3.0,1.0
190,PHASE 3 — emotion sharpening (v2 fix),21.255645036697388,5.05637,0.231441,0.119171,0.166214,0.094546,0.002803,0.476013,0.16667,0.91113,0.0,0.022508,0.683164,2.178455,0.238311,0.133953,0.130856,0.081401,0.005611,0.549366,1.0,2.914285714285714,6.0,2.0,2.0,4.142857142857143,0.4457142857142857,3.0,1.0
191,PHASE 3 — emotion sharpening (v2 fix),23.220618963241577,5.05374,0.230633,0.118388,0.165896,0.094628,0.002927,0.474922,0.163986,0.91237,0.0,0.010196,0.6851,2.091453,0.239387,0.134655,0.133168,0.082441,0.004234,0.323597,1.0,2.9057142857142857,6.0,2.0,2.0,4.1571428571428575,0.4482857142857143,3.0,1.0
192,PHASE 3 — emotion sharpening (v2 fix),22.61091661453247,5.049965,0.23082,0.118732,0.165949,0.094512,0.002899,0.474033,0.163372,0.911084,0.0,0.014073,0.684703,2.102463,0.237665,0.130654,0.131637,0.083519,0.003484,0.401935,1.0,2.8971428571428572,6.0,2.0,2.0,4.171428571428572,0.45085714285714285,3.0,1.0
193,PHASE 3 — emotion sharpening (v2 fix),23.075673580169678,5.055231,0.230662,0.118458,0.166081,0.094316,0.00282,0.478755,0.163047,0.912675,0.0,0.015524,0.679582,2.274098,0.240395,0.138295,0.137493,0.081718,0.005043,0.647533,1.0,2.888571428571429,6.0,2.0,2.0,4.185714285714286,0.4534285714285714,3.0,1.0
194,PHASE 3 — emotion sharpening (v2 fix),24.634725093841553,5.052583,0.23065,0.118569,0.166419,0.094273,0.00292,0.481075,0.16522,0.910826,0.0,0.02127,0.682413,2.108981,0.238422,0.131337,0.133229,0.082244,0.004603,0.38697,1.0,2.88,6.0,2.0,2.0,4.2,0.45599999999999996,3.0,1.0
195,PHASE 3 — emotion sharpening (v2 fix),21.518072605133057,5.051949,0.230945,0.118699,0.166,0.094436,0.002981,0.474991,0.164933,0.912053,0.0,0.040058,0.687144,2.156846,0.236826,0.129882,0.133562,0.081982,0.003722,0.514713,1.0,2.8714285714285714,6.0,2.0,2.0,4.214285714285714,0.4585714285714286,3.0,1.0
196,PHASE 3 — emotion sharpening (v2 fix),22.33436608314514,5.052028,0.230934,0.118636,0.166293,0.094394,0.003013,0.478737,0.162609,0.91119,0.0,0.015929,0.685505,2.240338,0.23741,0.129978,0.135584,0.0816,0.00486,0.658054,1.0,2.862857142857143,6.0,2.0,2.0,4.228571428571429,0.46114285714285713,3.0,1.0
197,PHASE 3 — emotion sharpening (v2 fix),24.49530601501465,5.0502,0.230873,0.118469,0.166355,0.094322,0.002836,0.476695,0.164417,0.911475,0.0,0.017004,0.684562,2.170491,0.242279,0.141918,0.136537,0.082228,0.004704,0.412933,1.0,2.8542857142857145,6.0,2.0,2.0,4.242857142857143,0.4637142857142857,3.0,1.0
198,PHASE 3 — emotion sharpening (v2 fix),24.262336015701294,5.056026,0.230787,0.118437,0.166783,0.094461,0.002958,0.48196,0.162842,0.911817,0.0,0.02061,0.684649,2.24347,0.241561,0.139012,0.135161,0.08156,0.004239,0.61314,1.0,2.8457142857142856,6.0,2.0,2.0,4.257142857142857,0.46628571428571425,3.0,1.0
199,PHASE 3 — emotion sharpening (v2 fix),24.25990319252014,5.047008,0.23058,0.118426,0.166281,0.094167,0.002811,0.474371,0.162206,0.911843,0.0,0.013122,0.683919,2.117649,0.239443,0.133234,0.133828,0.081635,0.004879,0.394086,1.0,2.837142857142857,6.0,2.0,2.0,4.271428571428571,0.46885714285714286,3.0,1.0
200,PHASE 3 — emotion sharpening (v2 fix),24.671890020370483,5.046722,0.230971,0.118565,0.166381,0.094471,0.002802,0.477019,0.163722,0.91072,0.0,0.016301,0.689831,2.148274,0.239272,0.134252,0.13443,0.08192,0.005341,0.444744,1.0,2.8285714285714287,6.0,2.0,2.0,4.285714285714286,0.4714285714285714,3.0,1.0
201,PHASE 3 — emotion sharpening (v2 fix),22.25747060775757,5.053348,0.230703,0.117852,0.166748,0.094291,0.002857,0.481912,0.163784,0.912427,0.0,0.021309,0.686764,2.124335,0.236106,0.129275,0.132824,0.082098,0.006309,0.446619,1.0,2.8200000000000003,6.0,2.0,2.0,4.3,0.474,3.0,1.0
202,PHASE 3 — emotion sharpening (v2 fix),22.249608516693115,5.057552,0.230423,0.117818,0.16731,0.094314,0.003231,0.482108,0.162818,0.912638,0.0,0.005918,0.683197,2.140734,0.237353,0.131997,0.134393,0.081499,0.004895,0.459461,1.0,2.8114285714285714,6.0,2.0,2.0,4.314285714285714,0.47657142857142853,3.0,1.0
203,PHASE 3 — emotion sharpening (v2 fix),24.383277416229248,5.053162,0.230499,0.117596,0.166218,0.094439,0.003996,0.477095,0.164648,0.913278,0.0,0.014069,0.693229,2.193118,0.242594,0.139529,0.137927,0.082666,0.004762,0.460394,1.0,2.802857142857143,6.0,2.0,2.0,4.328571428571428,0.47914285714285715,3.0,1.0
204,PHASE 3 — emotion sharpening (v2 fix),23.50615119934082,5.054226,0.23074,0.117889,0.166985,0.094471,0.002803,0.480902,0.163727,0.913006,0.0,0.022785,0.686927,2.168382,0.242626,0.141109,0.140388,0.085231,0.006254,0.349271,1.0,2.7942857142857145,6.0,2.0,2.0,4.3428571428571425,0.4817142857142857,3.0,1.0
205,PHASE 3 — emotion sharpening (v2 fix),24.155982494354248,5.047238,0.230779,0.118006,0.167343,0.094125,0.002695,0.475946,0.162758,0.911265,0.0,0.011336,0.682084,2.152265,0.242498,0.140523,0.135444,0.081029,0.004406,0.416632,1.0,2.785714285714286,6.0,2.0,2.0,4.357142857142857,0.48428571428571426,3.0,1.0
206,PHASE 3 — emotion sharpening (v2 fix),23.194395065307617,5.052247,0.231093,0.118132,0.167265,0.09417,0.002806,0.480767,0.163091,0.911983,0.0,0.014739,0.683659,2.198661,0.236634,0.129178,0.131965,0.083566,0.003806,0.631769,1.0,2.777142857142857,6.0,2.0,2.0,4.371428571428572,0.4868571428571428,3.0,1.0
207,PHASE 3 — emotion sharpening (v2 fix),21.87891125679016,5.044927,0.230619,0.117336,0.166914,0.094292,0.002655,0.472558,0.162903,0.912924,0.0,0.016838,0.688182,2.116361,0.239055,0.13409,0.133734,0.081414,0.003737,0.418271,1.0,2.7685714285714287,6.0,2.0,2.0,4.385714285714286,0.48942857142857144,3.0,1.0
208,PHASE 3 — emotion sharpening (v2 fix),26.106412410736084,5.049478,0.230625,0.117387,0.16724,0.094227,0.002766,0.480532,0.161994,0.912563,0.0,0.009585,0.684106,2.07186,0.239182,0.134076,0.131396,0.081714,0.003574,0.357803,1.0,2.7600000000000002,6.0,2.0,2.0,4.4,0.492,3.0,1.0
209,PHASE 3 — emotion sharpening (v2 fix),25.080180406570435,5.046726,0.230699,0.117373,0.167044,0.094219,0.002681,0.480015,0.161321,0.912429,0.0,0.02717,0.685747,2.180821,0.237269,0.129962,0.131864,0.081412,0.004263,0.59697,1.0,2.751428571428572,6.0,2.0,2.0,4.414285714285715,0.49457142857142855,3.0,1.0
210,PHASE 3 — emotion sharpening (v2 fix),31.621378183364868,5.05176,0.230628,0.117161,0.167087,0.094379,0.002976,0.479282,0.162787,0.914043,0.0,0.018214,0.689149,2.226941,0.2401,0.134994,0.139558,0.082117,0.003596,0.564995,1.0,2.742857142857143,6.0,2.0,2.0,4.428571428571429,0.4971428571428571,3.0,1.0
211,PHASE 3 — emotion sharpening (v2 fix),25.131377696990967,5.050067,0.231014,0.11808,0.16772,0.094247,0.003174,0.479785,0.160913,0.911193,0.0,0.03687,0.684345,2.130579,0.238921,0.132116,0.136268,0.081102,0.004125,0.430097,1.0,2.7342857142857144,6.0,2.0,2.0,4.442857142857143,0.49971428571428567,3.0,1.0
212,PHASE 3 — emotion sharpening (v2 fix),24.085134983062744,5.051953,0.23046,0.117096,0.167485,0.094274,0.002821,0.48195,0.163745,0.913829,0.0,0.020084,0.687316,2.20757,0.240143,0.132846,0.134735,0.081646,0.005934,0.575705,1.0,2.725714285714286,6.0,2.0,2.0,4.457142857142857,0.5022857142857142,3.0,1.0
213,PHASE 3 — emotion sharpening (v2 fix),23.07921814918518,5.047756,0.230773,0.117594,0.168233,0.094009,0.002673,0.48191,0.160152,0.910953,0.0,0.01978,0.679504,2.089384,0.238105,0.132245,0.1328,0.080923,0.003738,0.401243,1.0,2.717142857142857,6.0,2.0,2.0,4.4714285714285715,0.5048571428571429,3.0,1.0
214,PHASE 3 — emotion sharpening (v2 fix),23.48570489883423,5.058887,0.230466,0.117034,0.167976,0.094088,0.002647,0.488481,0.162408,0.914937,0.0,0.007746,0.681417,2.22896,0.240179,0.135721,0.136934,0.081081,0.005276,0.590311,1.0,2.7085714285714286,6.0,2.0,2.0,4.485714285714286,0.5074285714285715,3.0,1.0
215,PHASE 3 — emotion sharpening (v2 fix),25.48288106918335,5.048757,0.230583,0.117181,0.167393,0.094212,0.002703,0.480981,0.162011,0.913858,0.0,0.022963,0.687826,2.182659,0.239952,0.135222,0.142155,0.084005,0.003059,0.450274,1.0,2.7,6.0,2.0,2.0,4.5,0.51,3.0,1.0
216,PHASE 3 — emotion sharpening (v2 fix),22.572983026504517,5.047727,0.230623,0.117324,0.168169,0.09413,0.002642,0.480625,0.161042,0.912273,0.0,0.00674,0.68448,2.222277,0.2398,0.135273,0.136933,0.081295,0.004356,0.59012,1.0,2.6914285714285717,6.0,2.0,2.0,4.514285714285714,0.5125714285714286,3.0,1.0
217,PHASE 3 — emotion sharpening (v2 fix),23.129926204681396,5.047296,0.23074,0.117511,0.168412,0.094206,0.00284,0.481121,0.16114,0.911213,0.0,0.012906,0.684898,2.170762,0.241775,0.138808,0.136027,0.081286,0.004216,0.478849,1.0,2.6828571428571433,6.0,2.0,2.0,4.5285714285714285,0.5151428571428571,3.0,1.0
218,PHASE 3 — emotion sharpening (v2 fix),22.247060775756836,5.052322,0.230668,0.117326,0.168584,0.094113,0.002738,0.484326,0.160968,0.912629,0.0,0.016133,0.683197,2.193792,0.241904,0.139115,0.136729,0.081638,0.004424,0.511668,1.0,2.6742857142857144,6.0,2.0,2.0,4.542857142857143,0.5177142857142857,3.0,1.0
219,PHASE 3 — emotion sharpening (v2 fix),22.220815896987915,5.051961,0.230466,0.116858,0.168559,0.094119,0.002708,0.479763,0.160637,0.914115,0.0,0.019215,0.682112,2.212217,0.238621,0.132353,0.13557,0.081316,0.004498,0.605178,1.0,2.665714285714286,6.0,2.0,2.0,4.557142857142857,0.5202857142857142,3.0,1.0
220,PHASE 3 — emotion sharpening (v2 fix),22.402660131454468,5.059763,0.230507,0.116886,0.169382,0.094207,0.003755,0.480588,0.161319,0.913449,0.0,0.008952,0.681182,2.181391,0.237742,0.130776,0.135112,0.081308,0.004596,0.561966,1.0,2.6571428571428575,6.0,2.0,2.0,4.571428571428571,0.5228571428571428,3.0,1.0
221,PHASE 3 — emotion sharpening (v2 fix),24.133076429367065,5.055187,0.230459,0.116638,0.168732,0.094134,0.002993,0.485606,0.160124,0.913995,0.0,0.019162,0.68376,2.100373,0.241519,0.13593,0.137054,0.081165,0.004411,0.350104,1.0,2.6485714285714286,6.0,2.0,2.0,4.585714285714285,0.5254285714285714,3.0,1.0
222,PHASE 3 — emotion sharpening (v2 fix),23.73295545578003,5.05376,0.230981,0.117217,0.168808,0.094233,0.0028,0.48244,0.161302,0.913539,0.0,0.017721,0.686733,2.227438,0.237643,0.131554,0.13628,0.081016,0.004959,0.633395,1.0,2.64,6.0,2.0,2.0,4.6,0.528,3.0,1.0
223,PHASE 3 — emotion sharpening (v2 fix),22.99978017807007,5.053047,0.230767,0.116805,0.169335,0.094231,0.002852,0.483141,0.161868,0.912738,0.0,0.014885,0.684915,2.116992,0.237159,0.129412,0.134273,0.081276,0.005015,0.457561,1.0,2.6314285714285717,6.0,2.0,2.0,4.614285714285714,0.5305714285714286,3.0,1.0
224,PHASE 3 — emotion sharpening (v2 fix),22.646429777145386,5.055416,0.230621,0.116712,0.169773,0.094094,0.002758,0.485477,0.161364,0.912897,0.0,0.007119,0.680956,2.14436,0.238266,0.133206,0.137338,0.081623,0.005582,0.449977,1.0,2.622857142857143,6.0,2.0,2.0,4.628571428571428,0.5331428571428571,3.0,1.0
225,PHASE 3 — emotion sharpening (v2 fix),21.48062562942505,5.051951,0.230603,0.11669,0.169199,0.094256,0.002761,0.484167,0.162688,0.91327,0.0,0.017998,0.68768,2.271707,0.238419,0.133169,0.136584,0.081455,0.004144,0.710117,1.0,2.6142857142857143,6.0,2.0,2.0,4.642857142857143,0.5357142857142857,3.0,1.0
226,PHASE 3 — emotion sharpening (v2 fix),21.415059328079224,5.055843,0.23073,0.116984,0.169848,0.094228,0.002807,0.482013,0.161126,0.913527,0.0,0.01452,0.683895,2.13819,0.23868,0.132408,0.136526,0.080795,0.004491,0.464032,1.0,2.605714285714286,6.0,2.0,2.0,4.6571428571428575,0.5382857142857143,3.0,1.0
227,PHASE 3 — emotion sharpening (v2 fix),24.044169425964355,5.052456,0.231095,0.117222,0.169738,0.094344,0.002884,0.477525,0.159664,0.912988,0.0,0.021442,0.685267,2.14264,0.239852,0.134816,0.137744,0.081872,0.004456,0.441988,1.0,2.5971428571428574,6.0,2.0,2.0,4.671428571428572,0.5408571428571428,3.0,1.0
228,PHASE 3 — emotion sharpening (v2 fix),24.91644525527954,5.057211,0.231108,0.117021,0.170494,0.094274,0.002821,0.482982,0.161058,0.912579,0.0,0.017945,0.682394,2.105638,0.235801,0.127949,0.135008,0.081372,0.005816,0.440371,1.0,2.588571428571429,6.0,2.0,2.0,4.685714285714286,0.5434285714285714,3.0,1.0
229,PHASE 3 — emotion sharpening (v2 fix),25.34495711326599,5.057699,0.230551,0.116551,0.169841,0.094217,0.002824,0.488158,0.165609,0.914163,0.0,0.021459,0.687477,2.160783,0.238547,0.132749,0.138551,0.081441,0.004288,0.486257,1.0,2.58,6.0,2.0,2.0,4.7,0.546,3.0,1.0
230,PHASE 3 — emotion sharpening (v2 fix),22.360744953155518,5.05601,0.231012,0.116885,0.169834,0.094483,0.002784,0.483339,0.161083,0.913991,0.0,0.00641,0.68918,2.151383,0.240374,0.132462,0.138451,0.081297,0.004135,0.46587,1.0,2.5714285714285716,6.0,2.0,2.0,4.714285714285714,0.5485714285714285,3.0,1.0
231,PHASE 3 — emotion sharpening (v2 fix),23.00539779663086,5.050121,0.230872,0.116622,0.169872,0.094232,0.002779,0.476099,0.159838,0.913985,0.0,0.013985,0.687224,2.177508,0.238494,0.132979,0.140113,0.081587,0.005483,0.490881,1.0,2.562857142857143,6.0,2.0,2.0,4.728571428571429,0.5511428571428572,3.0,1.0
232,PHASE 3 — emotion sharpening (v2 fix),23.21535062789917,5.05887,0.231044,0.116576,0.17034,0.094339,0.002808,0.484218,0.162686,0.914471,0.0,0.00928,0.686116,2.113561,0.238895,0.131333,0.1384,0.080846,0.004828,0.407611,1.0,2.5542857142857147,6.0,2.0,2.0,4.742857142857143,0.5537142857142857,3.0,1.0
233,PHASE 3 — emotion sharpening (v2 fix),25.85903000831604,5.058645,0.23104,0.11656,0.170776,0.094346,0.002813,0.48315,0.162083,0.913955,0.0,0.010551,0.684737,2.139863,0.242367,0.136947,0.14149,0.081876,0.00479,0.383786,1.0,2.545714285714286,6.0,2.0,2.0,4.757142857142857,0.5562857142857143,3.0,1.0
234,PHASE 3 — emotion sharpening (v2 fix),25.451536655426025,5.056496,0.23099,0.116376,0.17098,0.09419,0.002753,0.478287,0.161853,0.914334,0.0,0.026806,0.684672,2.146085,0.241144,0.137788,0.141504,0.081886,0.005656,0.391706,1.0,2.5371428571428574,6.0,2.0,2.0,4.771428571428571,0.5588571428571428,3.0,1.0
235,PHASE 3 — emotion sharpening (v2 fix),24.58514404296875,5.059877,0.230806,0.116156,0.170787,0.094318,0.003094,0.482623,0.160694,0.914944,0.0,0.011571,0.685973,2.308842,0.239933,0.13328,0.138485,0.081078,0.005124,0.744544,1.0,2.528571428571429,6.0,2.0,2.0,4.785714285714286,0.5614285714285714,3.0,1.0
236,PHASE 3 — emotion sharpening (v2 fix),22.190674543380737,5.060106,0.230794,0.116328,0.170902,0.094291,0.003077,0.484203,0.163283,0.914666,0.0,0.009432,0.6841,2.177291,0.240912,0.134981,0.142252,0.081203,0.005048,0.461138,1.0,2.5200000000000005,6.0,2.0,2.0,4.8,0.564,3.0,1.0
237,PHASE 3 — emotion sharpening (v2 fix),22.68574619293213,5.061318,0.231063,0.116223,0.171776,0.094128,0.002787,0.486575,0.162875,0.91352,0.0,0.010085,0.678615,2.169996,0.238454,0.132649,0.137427,0.081347,0.00502,0.519638,1.0,2.5114285714285716,6.0,2.0,2.0,4.814285714285714,0.5665714285714285,3.0,1.0
238,PHASE 3 — emotion sharpening (v2 fix),22.473252058029175,5.059974,0.230686,0.116038,0.171034,0.0942,0.002886,0.488908,0.161865,0.914576,0.0,0.009083,0.683589,2.159278,0.240918,0.134623,0.140861,0.081857,0.004148,0.453551,1.0,2.502857142857143,6.0,2.0,2.0,4.828571428571428,0.5691428571428572,3.0,1.0
239,PHASE 3 — emotion sharpening (v2 fix),24.49919891357422,5.091522,0.231204,0.116764,0.171568,0.094567,0.0082,0.487317,0.163609,0.914814,0.0,0.011184,0.689461,2.124512,0.243694,0.139133,0.142047,0.081434,0.004611,0.351441,1.0,2.4942857142857147,6.0,2.0,2.0,4.8428571428571425,0.5717142857142857,3.0,1.0
240,PHASE 3 — emotion sharpening (v2 fix),24.223970651626587,5.05817,0.231239,0.116601,0.171815,0.094349,0.002728,0.485074,0.160333,0.912922,0.0,0.032085,0.682001,2.108445,0.2388,0.132918,0.139194,0.080934,0.004041,0.404608,1.0,2.485714285714286,6.0,2.0,2.0,4.857142857142857,0.5742857142857143,3.0,1.0
241,PHASE 3 — emotion sharpening (v2 fix),24.267147541046143,5.06132,0.231223,0.116326,0.171797,0.094321,0.002998,0.48523,0.16187,0.913985,0.0,0.01307,0.68271,2.062386,0.240008,0.135106,0.14094,0.081655,0.003774,0.295228,1.0,2.4771428571428573,6.0,2.0,2.0,4.871428571428572,0.5768571428571428,3.0,1.0
242,PHASE 3 — emotion sharpening (v2 fix),21.758177518844604,5.063019,0.230956,0.11618,0.172233,0.094383,0.002755,0.486656,0.160686,0.914307,0.0,0.017572,0.683402,2.054279,0.240696,0.134764,0.140164,0.081389,0.004114,0.287719,1.0,2.468571428571429,6.0,2.0,2.0,4.885714285714286,0.5794285714285714,3.0,1.0
243,PHASE 3 — emotion sharpening (v2 fix),22.911779165267944,5.060694,0.231295,0.116115,0.172102,0.094411,0.002875,0.484747,0.162526,0.913945,0.0,0.014749,0.683796,2.042444,0.23831,0.130496,0.137313,0.081252,0.004821,0.31823,1.0,2.4600000000000004,6.0,2.0,2.0,4.9,0.582,3.0,1.0
244,PHASE 3 — emotion sharpening (v2 fix),24.469806909561157,5.058351,0.23107,0.116377,0.17148,0.094324,0.003039,0.486114,0.161631,0.914173,0.0,0.008033,0.687051,2.187003,0.242053,0.136182,0.142091,0.081762,0.00474,0.482228,1.0,2.451428571428572,6.0,2.0,2.0,4.914285714285715,0.5845714285714285,3.0,1.0
245,PHASE 3 — emotion sharpening (v2 fix),26.7068452835083,5.057535,0.231268,0.116378,0.172335,0.094487,0.00268,0.482463,0.159314,0.913453,0.0,0.009787,0.682668,2.17648,0.238649,0.130728,0.140227,0.081703,0.004281,0.521459,1.0,2.442857142857143,6.0,2.0,2.0,4.928571428571429,0.5871428571428572,3.0,1.0
246,PHASE 3 — emotion sharpening (v2 fix),26.71900987625122,5.052938,0.231206,0.116446,0.171916,0.094324,0.002651,0.476788,0.159301,0.914268,0.0,0.014087,0.68506,2.081342,0.238998,0.132366,0.138104,0.08112,0.004448,0.376394,1.0,2.4342857142857146,6.0,2.0,2.0,4.942857142857143,0.5897142857142856,3.0,1.0
247,PHASE 3 — emotion sharpening (v2 fix),26.871156215667725,5.058254,0.231587,0.116522,0.172035,0.094468,0.002679,0.48612,0.161494,0.9137,0.0,0.00923,0.688816,2.142975,0.241745,0.135755,0.142626,0.082296,0.004373,0.410341,1.0,2.425714285714286,6.0,2.0,2.0,4.957142857142857,0.5922857142857143,3.0,1.0
248,PHASE 3 — emotion sharpening (v2 fix),24.36604928970337,5.059112,0.231256,0.116111,0.172531,0.094446,0.003039,0.484184,0.159274,0.913568,0.0,0.010272,0.686944,2.156278,0.237661,0.13092,0.139504,0.081424,0.004648,0.499274,1.0,2.4171428571428573,6.0,2.0,2.0,4.9714285714285715,0.5948571428571429,3.0,1.0
249,PHASE 3 — emotion sharpening (v2 fix),24.314544916152954,5.057976,0.230955,0.115905,0.17245,0.094393,0.002726,0.488564,0.160175,0.913645,0.0,0.016822,0.684207,2.208872,0.241473,0.13553,0.142804,0.081296,0.004239,0.528359,1.0,2.408571428571429,6.0,2.0,2.0,4.985714285714286,0.5974285714285714,3.0,1.0
250,PHASE 3 — emotion sharpening (v2 fix),24.414056539535522,5.057103,0.231088,0.116239,0.172629,0.094404,0.003385,0.483528,0.158059,0.912797,0.0,0.007812,0.684092,2.294607,0.240437,0.133937,0.141556,0.081892,0.005509,0.681694,1.0,2.4000000000000004,6.0,2.0,2.0,5.0,0.6,3.0,1.0
