epoch,phase,time_sec,train_total,train_l1,train_energy,train_content,train_cycle,train_ser,train_advG,train_D,train_prosody,train_grl,train_ser_online,valid_frame_ratio,val_total,val_l1,val_energy,val_content,val_cycle,val_ser,val_adv,val_ser_acc,w_lambda_l1,w_lambda_content,w_lambda_cycle,w_lambda_energy,w_lambda_ser,w_lambda_adv,w_lambda_prosody,w_lambda_grl
100,PHASE 2 — emotion injection (v2 fix),25.131977081298828,5.108112,0.233819,0.132635,0.157452,0.095073,0.006621,0.587183,0.129862,0.890991,0.0,0.033349,0.680546,2.260724,0.240018,0.143798,0.123786,0.085051,0.010618,0.554251,1.0,3.8461538461538463,6.0,2.0,2.0,2.076923076923077,0.20769230769230768,3.0,1.0
101,PHASE 2 — emotion injection (v2 fix),24.82038116455078,5.100916,0.233732,0.132284,0.157117,0.095145,0.005261,0.577655,0.131849,0.891159,0.0,0.023565,0.683817,2.282308,0.239886,0.143356,0.121365,0.082246,0.007888,0.787859,1.0,3.8430769230769233,6.0,2.0,2.0,2.0884615384615386,0.20884615384615385,3.0,1.0
102,PHASE 2 — emotion injection (v2 fix),23.313839435577393,5.10378,0.233916,0.132407,0.157316,0.095167,0.005465,0.583133,0.131542,0.890855,0.0,0.05517,0.686,2.274572,0.240454,0.144006,0.123721,0.083457,0.008021,0.653014,1.0,3.84,6.0,2.0,2.0,2.1,0.21,3.0,1.0
103,PHASE 2 — emotion injection (v2 fix),24.803064823150635,5.09968,0.233871,0.13213,0.157786,0.095129,0.005813,0.581565,0.132471,0.888675,0.0,0.034116,0.68509,2.262265,0.24067,0.144078,0.12408,0.082994,0.009461,0.569417,1.0,3.836923076923077,6.0,2.0,2.0,2.1115384615384616,0.21115384615384614,3.0,1.0
104,PHASE 2 — emotion injection (v2 fix),24.139446020126343,5.101438,0.234278,0.132366,0.157673,0.095379,0.006016,0.579589,0.131761,0.888635,0.0,0.030782,0.688208,2.257176,0.238524,0.139932,0.121638,0.08273,0.008165,0.707565,1.0,3.833846153846154,6.0,2.0,2.0,2.123076923076923,0.2123076923076923,3.0,1.0
105,PHASE 2 — emotion injection (v2 fix),24.117814302444458,5.098599,0.234585,0.132329,0.15856,0.095075,0.005378,0.574437,0.131547,0.886562,0.0,0.02801,0.681367,2.279822,0.235901,0.136065,0.12391,0.086001,0.010135,0.78192,1.0,3.830769230769231,6.0,2.0,2.0,2.1346153846153846,0.21346153846153845,3.0,1.0
106,PHASE 2 — emotion injection (v2 fix),25.919915676116943,5.105256,0.234587,0.131578,0.158995,0.095147,0.005948,0.575149,0.1354,0.887903,0.0,0.035631,0.683225,2.319295,0.241062,0.143281,0.131396,0.085153,0.016327,0.541904,1.0,3.827692307692308,6.0,2.0,2.0,2.146153846153846,0.2146153846153846,3.0,1.0
107,PHASE 2 — emotion injection (v2 fix),26.06748867034912,5.097856,0.23509,0.132166,0.159282,0.095272,0.005007,0.579343,0.134326,0.884117,0.0,0.037276,0.688155,2.260745,0.240766,0.141894,0.125009,0.082459,0.00759,0.578253,1.0,3.8246153846153845,6.0,2.0,2.0,2.1576923076923076,0.21576923076923077,3.0,1.0
108,PHASE 2 — emotion injection (v2 fix),25.933441400527954,5.095601,0.235718,0.132598,0.159714,0.095307,0.005822,0.574323,0.133078,0.881163,0.0,0.049238,0.687894,2.258705,0.240305,0.139629,0.123947,0.084486,0.009233,0.59204,1.0,3.8215384615384616,6.0,2.0,2.0,2.1692307692307695,0.2169230769230769,3.0,1.0
109,PHASE 2 — emotion injection (v2 fix),24.625606060028076,5.094035,0.235962,0.132369,0.159668,0.09507,0.005368,0.578633,0.132734,0.880748,0.0,0.02593,0.685191,2.25604,0.23709,0.137063,0.122778,0.083027,0.008771,0.70959,1.0,3.8184615384615386,6.0,2.0,2.0,2.180769230769231,0.21807692307692306,3.0,1.0
110,PHASE 2 — emotion injection (v2 fix),23.72578477859497,5.098752,0.235557,0.131992,0.160199,0.094951,0.005371,0.583183,0.130904,0.881768,0.0,0.044795,0.677482,2.276376,0.238865,0.140352,0.124487,0.082329,0.009656,0.691328,1.0,3.8153846153846156,6.0,2.0,2.0,2.1923076923076925,0.21923076923076923,3.0,1.0
111,PHASE 2 — emotion injection (v2 fix),24.078140020370483,5.103232,0.23483,0.131524,0.160072,0.095192,0.006896,0.5863,0.1308,0.883239,0.0,0.044877,0.681244,2.240452,0.235888,0.134439,0.124257,0.083203,0.007817,0.649436,1.0,3.812307692307692,6.0,2.0,2.0,2.203846153846154,0.22038461538461537,3.0,1.0
112,PHASE 2 — emotion injection (v2 fix),25.025490522384644,5.096284,0.234102,0.130602,0.159231,0.0951,0.005358,0.581418,0.130645,0.885691,0.0,0.034637,0.686014,2.267893,0.239908,0.143387,0.124251,0.082274,0.010099,0.60858,1.0,3.809230769230769,6.0,2.0,2.0,2.2153846153846155,0.22153846153846152,3.0,1.0
113,PHASE 2 — emotion injection (v2 fix),22.552077054977417,5.09993,0.233247,0.130042,0.158786,0.095047,0.005909,0.581856,0.12974,0.888842,0.0,0.048242,0.687456,2.274852,0.244829,0.150427,0.125418,0.084734,0.007885,0.460752,1.0,3.806153846153846,6.0,2.0,2.0,2.226923076923077,0.2226923076923077,3.0,1.0
114,PHASE 2 — emotion injection (v2 fix),25.204366207122803,5.100358,0.232745,0.129708,0.158794,0.094799,0.005288,0.592456,0.130651,0.88966,0.0,0.028659,0.682981,2.235387,0.238419,0.140051,0.121801,0.082289,0.009263,0.591659,1.0,3.8030769230769232,6.0,2.0,2.0,2.2384615384615385,0.22384615384615386,3.0,1.0
115,PHASE 2 — emotion injection (v2 fix),25.636107444763184,5.130955,0.232913,0.129732,0.158714,0.095408,0.017819,0.576918,0.132749,0.89114,0.0,0.030969,0.690388,2.216568,0.236885,0.139279,0.124073,0.082939,0.008292,0.483875,1.0,3.8,6.0,2.0,2.0,2.25,0.22499999999999998,3.0,1.0
116,PHASE 2 — emotion injection (v2 fix),22.91816473007202,5.099185,0.232525,0.129411,0.158065,0.094729,0.005265,0.585752,0.131114,0.891753,0.0,0.04647,0.68745,2.232814,0.237972,0.139844,0.120918,0.081958,0.008323,0.624869,1.0,3.796923076923077,6.0,2.0,2.0,2.2615384615384615,0.22615384615384615,3.0,1.0
117,PHASE 2 — emotion injection (v2 fix),23.828697204589844,5.103404,0.232235,0.12911,0.158482,0.094648,0.005331,0.582622,0.131591,0.893126,0.0,0.031137,0.681584,2.262895,0.236672,0.137286,0.121695,0.082563,0.008833,0.770123,1.0,3.793846153846154,6.0,2.0,2.0,2.273076923076923,0.2273076923076923,3.0,1.0
118,PHASE 2 — emotion injection (v2 fix),27.4181547164917,5.102236,0.231781,0.128541,0.158276,0.094572,0.005182,0.580439,0.132006,0.894426,0.0,0.033191,0.683636,2.217111,0.234316,0.134665,0.120369,0.082766,0.010493,0.647057,1.0,3.790769230769231,6.0,2.0,2.0,2.2846153846153845,0.22846153846153844,3.0,1.0
119,PHASE 2 — emotion injection (v2 fix),21.90738272666931,5.100946,0.231963,0.128708,0.158185,0.094639,0.005608,0.583286,0.133095,0.893243,0.0,0.029932,0.685732,2.23359,0.23948,0.142561,0.125724,0.083928,0.008907,0.430014,1.0,3.787692307692308,6.0,2.0,2.0,2.296153846153846,0.2296153846153846,3.0,1.0
120,PHASE 2 — emotion injection (v2 fix),22.592013120651245,5.097347,0.231703,0.128176,0.157646,0.094679,0.005032,0.574944,0.133169,0.894854,0.0,0.017862,0.687844,2.281259,0.239755,0.143856,0.126144,0.082735,0.011389,0.596044,1.0,3.7846153846153845,6.0,2.0,2.0,2.3076923076923075,0.23076923076923075,3.0,1.0
121,PHASE 2 — emotion injection (v2 fix),22.43962836265564,5.109224,0.231815,0.128375,0.15851,0.094826,0.005963,0.587737,0.135083,0.895002,0.0,0.021017,0.685474,2.231492,0.236342,0.13496,0.122486,0.082612,0.008067,0.642387,1.0,3.7815384615384615,6.0,2.0,2.0,2.319230769230769,0.2319230769230769,3.0,1.0
122,PHASE 2 — emotion injection (v2 fix),23.054238080978394,5.105768,0.231327,0.127555,0.158289,0.094396,0.005698,0.576315,0.133368,0.896822,0.0,0.024222,0.681414,2.287972,0.236752,0.136926,0.126436,0.083693,0.017685,0.653601,1.0,3.7784615384615385,6.0,2.0,2.0,2.330769230769231,0.23307692307692307,3.0,1.0
123,PHASE 2 — emotion injection (v2 fix),24.662468433380127,5.099852,0.231082,0.127404,0.157695,0.094536,0.005192,0.577169,0.133324,0.896677,0.0,0.026552,0.68601,2.222322,0.235392,0.133291,0.121503,0.083036,0.008817,0.645955,1.0,3.7753846153846156,6.0,2.0,2.0,2.3423076923076924,0.23423076923076924,3.0,1.0
124,PHASE 2 — emotion injection (v2 fix),25.173703908920288,5.10395,0.231229,0.127274,0.158056,0.094596,0.005753,0.577548,0.134437,0.896707,0.0,0.030894,0.686356,2.226255,0.237579,0.13915,0.121305,0.082498,0.010537,0.56973,1.0,3.7723076923076926,6.0,2.0,2.0,2.353846153846154,0.23538461538461536,3.0,1.0
125,PHASE 2 — emotion injection (v2 fix),24.840969800949097,5.101625,0.230911,0.12688,0.157578,0.094652,0.004926,0.579372,0.136547,0.898012,0.0,0.025462,0.692634,2.209527,0.237775,0.137888,0.121319,0.082203,0.01407,0.473153,1.0,3.769230769230769,6.0,2.0,2.0,2.3653846153846154,0.23653846153846153,3.0,1.0
126,PHASE 2 — emotion injection (v2 fix),23.238404035568237,5.102448,0.231233,0.1271,0.157773,0.094277,0.004886,0.571587,0.135228,0.898241,0.0,0.040654,0.685018,2.231633,0.233615,0.132652,0.124429,0.08295,0.006685,0.665291,1.0,3.766153846153846,6.0,2.0,2.0,2.376923076923077,0.2376923076923077,3.0,1.0
127,PHASE 2 — emotion injection (v2 fix),22.47860550880432,5.103102,0.230637,0.126144,0.157782,0.09449,0.005285,0.571821,0.136486,0.899344,0.0,0.030982,0.689114,2.202887,0.236068,0.134202,0.122087,0.082274,0.009451,0.52963,1.0,3.763076923076923,6.0,2.0,2.0,2.3884615384615384,0.23884615384615382,3.0,1.0
128,PHASE 2 — emotion injection (v2 fix),23.06075167655945,5.105181,0.230986,0.126617,0.15794,0.094231,0.005019,0.574833,0.137882,0.899112,0.0,0.033799,0.684828,2.212278,0.233843,0.134005,0.121562,0.083711,0.008948,0.611465,1.0,3.7600000000000002,6.0,2.0,2.0,2.4,0.24,3.0,1.0
129,PHASE 2 — emotion injection (v2 fix),24.33049988746643,5.103333,0.230971,0.126735,0.158056,0.094547,0.00589,0.568407,0.135146,0.897804,0.0,0.031938,0.687241,2.263628,0.240479,0.142782,0.127976,0.08247,0.009296,0.495074,1.0,3.756923076923077,6.0,2.0,2.0,2.4115384615384614,0.24115384615384614,3.0,1.0
130,PHASE 2 — emotion injection (v2 fix),23.114646196365356,5.110326,0.230779,0.12617,0.158223,0.094615,0.007059,0.57221,0.13828,0.899119,0.0,0.030119,0.689918,2.252954,0.23886,0.141837,0.125686,0.082075,0.009066,0.546403,1.0,3.753846153846154,6.0,2.0,2.0,2.4230769230769234,0.2423076923076923,3.0,1.0
131,PHASE 2 — emotion injection (v2 fix),21.524070501327515,5.100774,0.230783,0.1259,0.158107,0.094362,0.005168,0.565739,0.137099,0.898557,0.0,0.018006,0.686399,2.159178,0.235425,0.13547,0.123607,0.082245,0.00814,0.325575,1.0,3.750769230769231,6.0,2.0,2.0,2.434615384615385,0.24346153846153845,3.0,1.0
132,PHASE 2 — emotion injection (v2 fix),23.654225826263428,5.105991,0.230417,0.125516,0.158201,0.094281,0.00488,0.572711,0.138895,0.900543,0.0,0.027286,0.685199,2.245366,0.23815,0.140618,0.125163,0.082681,0.012815,0.506626,1.0,3.747692307692308,6.0,2.0,2.0,2.4461538461538463,0.24461538461538462,3.0,1.0
133,PHASE 2 — emotion injection (v2 fix),22.998068809509277,5.105862,0.230283,0.125265,0.15835,0.094304,0.004614,0.576456,0.140955,0.900429,0.0,0.032444,0.683734,2.260693,0.236998,0.136434,0.12319,0.081327,0.008711,0.720816,1.0,3.7446153846153845,6.0,2.0,2.0,2.457692307692308,0.24576923076923074,3.0,1.0
134,PHASE 2 — emotion injection (v2 fix),25.68640899658203,5.107195,0.230382,0.125374,0.157976,0.09412,0.005249,0.569336,0.139521,0.901607,0.0,0.020407,0.688217,2.266613,0.237021,0.136829,0.123253,0.081551,0.008033,0.743856,1.0,3.7415384615384615,6.0,2.0,2.0,2.4692307692307693,0.2469230769230769,3.0,1.0
135,PHASE 2 — emotion injection (v2 fix),25.856805324554443,5.10127,0.230585,0.12549,0.158297,0.094022,0.005276,0.561317,0.136362,0.899363,0.0,0.029167,0.681286,2.218428,0.236743,0.137522,0.121676,0.081703,0.007193,0.592661,1.0,3.7384615384615385,6.0,2.0,2.0,2.480769230769231,0.24807692307692308,3.0,1.0
136,PHASE 2 — emotion injection (v2 fix),30.305997610092163,5.099857,0.230246,0.125044,0.158192,0.094121,0.005029,0.562751,0.13775,0.899843,0.0,0.02853,0.684653,2.262581,0.238027,0.138775,0.12596,0.083134,0.011486,0.582813,1.0,3.7353846153846155,6.0,2.0,2.0,2.4923076923076923,0.2492307692307692,3.0,1.0
137,PHASE 2 — emotion injection (v2 fix),22.499300956726074,5.104843,0.23031,0.124616,0.158078,0.094104,0.005207,0.568518,0.138592,0.901321,0.0,0.029183,0.689287,2.242736,0.23758,0.138557,0.125785,0.083049,0.008084,0.550549,1.0,3.7323076923076925,6.0,2.0,2.0,2.503846153846154,0.25038461538461537,3.0,1.0
138,PHASE 2 — emotion injection (v2 fix),24.32988715171814,5.106044,0.230369,0.124798,0.158825,0.093896,0.00448,0.567781,0.137949,0.90084,0.0,0.025825,0.678089,2.237878,0.235101,0.135086,0.122729,0.081985,0.008209,0.675705,1.0,3.729230769230769,6.0,2.0,2.0,2.5153846153846153,0.25153846153846154,3.0,1.0
139,PHASE 2 — emotion injection (v2 fix),24.175487279891968,5.105464,0.230176,0.124321,0.158194,0.094166,0.005889,0.562019,0.140559,0.901586,0.0,0.020551,0.685485,2.328627,0.24008,0.142868,0.126013,0.084015,0.006809,0.819183,1.0,3.726153846153846,6.0,2.0,2.0,2.526923076923077,0.25269230769230766,3.0,1.0
140,PHASE 2 — emotion injection (v2 fix),25.21049737930298,5.104399,0.230024,0.124288,0.158432,0.093979,0.005154,0.561292,0.139563,0.901769,0.0,0.013251,0.684134,2.258824,0.239226,0.143183,0.125077,0.081296,0.007773,0.587042,1.0,3.723076923076923,6.0,2.0,2.0,2.5384615384615383,0.25384615384615383,3.0,1.0
141,PHASE 2 — emotion injection (v2 fix),26.17446231842041,5.102342,0.230158,0.124219,0.157963,0.093925,0.004206,0.565217,0.138779,0.90241,0.0,0.027001,0.688448,2.274136,0.239012,0.14085,0.124872,0.081628,0.0065,0.683326,1.0,3.72,6.0,2.0,2.0,2.55,0.255,3.0,1.0
142,PHASE 2 — emotion injection (v2 fix),23.512738943099976,5.098644,0.23012,0.124192,0.158178,0.093819,0.004102,0.563281,0.139884,0.90114,0.0,0.038584,0.685762,2.241202,0.23459,0.13376,0.123025,0.081978,0.008582,0.693505,1.0,3.716923076923077,6.0,2.0,2.0,2.5615384615384613,0.2561538461538462,3.0,1.0
143,PHASE 2 — emotion injection (v2 fix),23.208008766174316,5.106202,0.230132,0.124525,0.158824,0.093908,0.005729,0.56117,0.133537,0.900861,0.0,0.027799,0.680532,2.232268,0.237948,0.13716,0.125152,0.08094,0.006336,0.564112,1.0,3.713846153846154,6.0,2.0,2.0,2.573076923076923,0.2573076923076923,3.0,1.0
144,PHASE 2 — emotion injection (v2 fix),24.655831813812256,5.103232,0.230007,0.12389,0.15826,0.093829,0.004428,0.560772,0.139948,0.902785,0.0,0.021987,0.683994,2.243585,0.237634,0.138571,0.124385,0.080972,0.006027,0.622171,1.0,3.710769230769231,6.0,2.0,2.0,2.5846153846153843,0.25846153846153846,3.0,1.0
145,PHASE 2 — emotion injection (v2 fix),23.648953199386597,5.098756,0.229977,0.12383,0.158167,0.093834,0.004162,0.554247,0.138815,0.902347,0.0,0.019562,0.685712,2.205216,0.238215,0.140156,0.122371,0.081228,0.00689,0.489604,1.0,3.707692307692308,6.0,2.0,2.0,2.596153846153846,0.2596153846153846,3.0,1.0
146,PHASE 2 — emotion injection (v2 fix),24.989800691604614,5.100123,0.22991,0.123542,0.158047,0.093651,0.004049,0.5627,0.137422,0.902811,0.0,0.021765,0.686715,2.18066,0.236887,0.135743,0.122807,0.081932,0.005027,0.451677,1.0,3.7046153846153844,6.0,2.0,2.0,2.6076923076923078,0.26076923076923075,3.0,1.0
147,PHASE 2 — emotion injection (v2 fix),26.406023740768433,5.100945,0.230018,0.123693,0.158531,0.093734,0.003981,0.563373,0.139787,0.901832,0.0,0.031679,0.685154,2.271652,0.240592,0.14456,0.126764,0.081934,0.006193,0.57765,1.0,3.7015384615384614,6.0,2.0,2.0,2.6192307692307693,0.2619230769230769,3.0,1.0
148,PHASE 2 — emotion injection (v2 fix),31.77971649169922,5.098373,0.22985,0.123695,0.158496,0.093717,0.004178,0.562922,0.138054,0.901133,0.0,0.016961,0.68685,2.220255,0.235863,0.135277,0.123934,0.081042,0.005488,0.597721,1.0,3.6984615384615385,6.0,2.0,2.0,2.6307692307692307,0.2630769230769231,3.0,1.0
149,PHASE 2 — emotion injection (v2 fix),30.098752737045288,5.101788,0.229734,0.123173,0.158775,0.093638,0.00446,0.556309,0.138722,0.902594,0.0,0.022434,0.682827,2.205235,0.23632,0.136133,0.122901,0.080694,0.006443,0.544444,1.0,3.6953846153846155,6.0,2.0,2.0,2.6423076923076922,0.2642307692307692,3.0,1.0
150,PHASE 2 — emotion injection (v2 fix),29.026496171951294,5.097144,0.229556,0.123195,0.15848,0.093555,0.004365,0.557312,0.137241,0.901895,0.0,0.015313,0.685135,2.214727,0.236894,0.13591,0.123665,0.081723,0.005898,0.554404,1.0,3.6923076923076925,6.0,2.0,2.0,2.653846153846154,0.2653846153846154,3.0,1.0
151,PHASE 2 — emotion injection (v2 fix),27.490201711654663,5.104618,0.229528,0.123003,0.158818,0.093578,0.004187,0.565295,0.137512,0.903311,0.0,0.023436,0.682488,2.225798,0.235938,0.134393,0.12367,0.081218,0.008265,0.600651,1.0,3.689230769230769,6.0,2.0,2.0,2.6653846153846157,0.2665384615384615,3.0,1.0
152,PHASE 2 — emotion injection (v2 fix),28.945480346679688,5.102997,0.229455,0.122843,0.158912,0.09354,0.004297,0.561451,0.138029,0.903051,0.0,0.026311,0.683306,2.274618,0.237661,0.139964,0.126899,0.081447,0.009829,0.627723,1.0,3.686153846153846,6.0,2.0,2.0,2.676923076923077,0.2676923076923077,3.0,1.0
153,PHASE 2 — emotion injection (v2 fix),28.968806505203247,5.105044,0.229495,0.122738,0.158863,0.09384,0.005072,0.562518,0.138885,0.902866,0.0,0.022434,0.68765,2.271772,0.2388,0.1419,0.128647,0.082186,0.006719,0.573303,1.0,3.683076923076923,6.0,2.0,2.0,2.6884615384615387,0.26884615384615385,3.0,1.0
154,PHASE 2 — emotion injection (v2 fix),32.434677600860596,5.097118,0.229121,0.122607,0.158949,0.093675,0.00417,0.559924,0.137659,0.901751,0.0,0.022048,0.686103,2.20775,0.237395,0.137513,0.125338,0.082015,0.006847,0.461343,1.0,3.68,6.0,2.0,2.0,2.7,0.27,3.0,1.0
155,PHASE 2 — emotion injection (v2 fix),32.66007661819458,5.105061,0.2297,0.122805,0.159037,0.093807,0.004663,0.55902,0.139207,0.902934,0.0,0.016496,0.687671,2.212053,0.235175,0.132322,0.125191,0.082279,0.006468,0.55115,1.0,3.676923076923077,6.0,2.0,2.0,2.7115384615384617,0.27115384615384613,3.0,1.0
156,PHASE 2 — emotion injection (v2 fix),32.038785219192505,5.104118,0.229169,0.122154,0.15908,0.093525,0.003981,0.56317,0.141863,0.904049,0.0,0.025764,0.684175,2.202101,0.237744,0.139259,0.126446,0.081791,0.007996,0.389685,1.0,3.6738461538461538,6.0,2.0,2.0,2.723076923076923,0.2723076923076923,3.0,1.0
157,PHASE 2 — emotion injection (v2 fix),34.14167094230652,5.104327,0.229001,0.122112,0.15932,0.093445,0.004201,0.553862,0.137937,0.904579,0.0,0.027575,0.684051,2.199875,0.238954,0.141173,0.126376,0.082019,0.008277,0.349056,1.0,3.670769230769231,6.0,2.0,2.0,2.7346153846153847,0.2734615384615384,3.0,1.0
158,PHASE 2 — emotion injection (v2 fix),37.109989404678345,5.10104,0.228835,0.121824,0.159154,0.093423,0.004015,0.564139,0.138515,0.903461,0.0,0.024656,0.684807,2.344497,0.240542,0.143446,0.130454,0.082118,0.009044,0.741316,1.0,3.667692307692308,6.0,2.0,2.0,2.746153846153846,0.2746153846153846,3.0,1.0
159,PHASE 2 — emotion injection (v2 fix),37.15839648246765,5.102269,0.229,0.122192,0.159587,0.093519,0.004418,0.560529,0.138376,0.902455,0.0,0.018111,0.684747,2.201648,0.235374,0.133813,0.124326,0.081429,0.007305,0.51676,1.0,3.664615384615385,6.0,2.0,2.0,2.7576923076923077,0.27576923076923077,3.0,1.0
160,PHASE 2 — emotion injection (v2 fix),32.89409589767456,5.106376,0.229075,0.121862,0.159786,0.093502,0.004126,0.565198,0.140174,0.903407,0.0,0.020266,0.683005,2.253602,0.236522,0.137217,0.125839,0.081449,0.007501,0.629877,1.0,3.661538461538462,6.0,2.0,2.0,2.769230769230769,0.27692307692307694,3.0,1.0
161,PHASE 2 — emotion injection (v2 fix),25.54736304283142,5.101824,0.228947,0.121836,0.159838,0.09357,0.004314,0.560853,0.137666,0.902145,0.0,0.021111,0.683285,2.260317,0.233317,0.131548,0.125142,0.082007,0.007124,0.751462,1.0,3.6584615384615384,6.0,2.0,2.0,2.7807692307692307,0.27807692307692305,3.0,1.0
162,PHASE 2 — emotion injection (v2 fix),22.860761404037476,5.101816,0.228958,0.121934,0.159863,0.093451,0.004354,0.557638,0.137414,0.902358,0.0,0.013323,0.683736,2.226395,0.237349,0.139075,0.12663,0.081269,0.005957,0.507442,1.0,3.6553846153846155,6.0,2.0,2.0,2.792307692307692,0.2792307692307692,3.0,1.0
163,PHASE 2 — emotion injection (v2 fix),22.064382314682007,5.104963,0.22869,0.121404,0.160012,0.093568,0.00402,0.561552,0.137538,0.903659,0.0,0.031605,0.683826,2.23724,0.235135,0.134028,0.125917,0.0809,0.006304,0.62564,1.0,3.6523076923076925,6.0,2.0,2.0,2.8038461538461537,0.28038461538461534,3.0,1.0
164,PHASE 2 — emotion injection (v2 fix),22.466543197631836,5.114692,0.228938,0.121423,0.160034,0.093575,0.006445,0.558582,0.139025,0.904546,0.0,0.020339,0.684711,2.236851,0.234354,0.132025,0.128147,0.081889,0.007561,0.58125,1.0,3.6492307692307695,6.0,2.0,2.0,2.815384615384615,0.2815384615384615,3.0,1.0
165,PHASE 2 — emotion injection (v2 fix),22.69874858856201,5.102981,0.228829,0.12144,0.160073,0.093375,0.00401,0.556082,0.13935,0.903342,0.0,0.023041,0.682346,2.323462,0.240266,0.141878,0.129537,0.082951,0.007845,0.701661,1.0,3.646153846153846,6.0,2.0,2.0,2.8269230769230766,0.2826923076923077,3.0,1.0
166,PHASE 2 — emotion injection (v2 fix),22.48189878463745,5.107392,0.228884,0.121223,0.16001,0.093564,0.004003,0.562925,0.141334,0.904257,0.0,0.025885,0.68741,2.215913,0.236079,0.135677,0.126393,0.081032,0.008254,0.495515,1.0,3.643076923076923,6.0,2.0,2.0,2.8384615384615386,0.28384615384615386,3.0,1.0
167,PHASE 2 — emotion injection (v2 fix),23.214845895767212,5.107655,0.228986,0.121464,0.160282,0.093704,0.0043,0.564692,0.141263,0.902974,0.0,0.018519,0.687027,2.193561,0.236721,0.134665,0.126376,0.080874,0.007548,0.424744,1.0,3.64,6.0,2.0,2.0,2.85,0.28500000000000003,3.0,1.0
168,PHASE 2 — emotion injection (v2 fix),22.556211709976196,5.106976,0.228703,0.12101,0.160364,0.093587,0.003987,0.55684,0.138854,0.904359,0.0,0.013542,0.685649,2.210049,0.234764,0.133654,0.125666,0.081033,0.008599,0.518083,1.0,3.636923076923077,6.0,2.0,2.0,2.8615384615384616,0.28615384615384615,3.0,1.0
169,PHASE 2 — emotion injection (v2 fix),23.264650344848633,5.107241,0.228758,0.120846,0.160373,0.093452,0.00399,0.556632,0.140574,0.904583,0.0,0.018698,0.685428,2.293752,0.235683,0.134509,0.125595,0.081137,0.007023,0.808447,1.0,3.6338461538461537,6.0,2.0,2.0,2.873076923076923,0.28730769230769226,3.0,1.0
170,PHASE 2 — emotion injection (v2 fix),22.99140453338623,5.110919,0.22883,0.120913,0.160886,0.093526,0.004578,0.558692,0.138883,0.903842,0.0,0.016827,0.68143,2.229174,0.235392,0.133503,0.126061,0.080569,0.005752,0.60118,1.0,3.6307692307692307,6.0,2.0,2.0,2.8846153846153846,0.28846153846153844,3.0,1.0
171,PHASE 2 — emotion injection (v2 fix),22.820696592330933,5.110183,0.228577,0.120599,0.161134,0.093466,0.004042,0.56137,0.140423,0.903917,0.0,0.029587,0.681005,2.225683,0.236837,0.134668,0.125487,0.08098,0.006715,0.562283,1.0,3.6276923076923078,6.0,2.0,2.0,2.896153846153846,0.2896153846153846,3.0,1.0
172,PHASE 2 — emotion injection (v2 fix),23.432888507843018,5.107452,0.228826,0.120555,0.160792,0.093613,0.004278,0.556401,0.140534,0.903578,0.0,0.017747,0.685388,2.197654,0.233745,0.129632,0.126225,0.081841,0.007033,0.514748,1.0,3.624615384615385,6.0,2.0,2.0,2.9076923076923076,0.2907692307692308,3.0,1.0
173,PHASE 2 — emotion injection (v2 fix),22.20182204246521,5.118153,0.22894,0.120609,0.160894,0.093633,0.007207,0.560616,0.142361,0.903499,0.0,0.01459,0.68635,2.315734,0.242102,0.1441,0.131311,0.082474,0.005334,0.624698,1.0,3.621538461538462,6.0,2.0,2.0,2.919230769230769,0.2919230769230769,3.0,1.0
174,PHASE 2 — emotion injection (v2 fix),21.829180479049683,5.103912,0.228494,0.120451,0.160597,0.093534,0.003872,0.550886,0.139822,0.904255,0.0,0.031063,0.686523,2.190303,0.234081,0.129928,0.12603,0.081258,0.00655,0.496586,1.0,3.6184615384615384,6.0,2.0,2.0,2.930769230769231,0.29307692307692307,3.0,1.0
175,PHASE 2 — emotion injection (v2 fix),23.164026260375977,5.111093,0.228724,0.12007,0.160809,0.093621,0.004012,0.557779,0.141394,0.905336,0.0,0.011773,0.687163,2.181505,0.236088,0.133426,0.127707,0.080855,0.004721,0.405319,1.0,3.6153846153846154,6.0,2.0,2.0,2.9423076923076925,0.2942307692307692,3.0,1.0
176,PHASE 2 — emotion injection (v2 fix),22.761996030807495,5.110345,0.228849,0.120386,0.161303,0.093354,0.003984,0.551142,0.139113,0.904603,0.0,0.035717,0.683428,2.212853,0.236898,0.136645,0.127128,0.080078,0.006314,0.481542,1.0,3.6123076923076924,6.0,2.0,2.0,2.953846153846154,0.29538461538461536,3.0,1.0
177,PHASE 2 — emotion injection (v2 fix),21.995827198028564,5.108262,0.229066,0.120325,0.16129,0.093343,0.003893,0.556709,0.141438,0.903268,0.0,0.023902,0.681527,2.270763,0.23716,0.136561,0.127974,0.081517,0.005665,0.654229,1.0,3.6092307692307695,6.0,2.0,2.0,2.9653846153846155,0.29653846153846153,3.0,1.0
178,PHASE 2 — emotion injection (v2 fix),23.9982430934906,5.106875,0.228998,0.120178,0.160907,0.093579,0.00369,0.54884,0.140362,0.904582,0.0,0.013823,0.687954,2.284072,0.238291,0.137489,0.128114,0.080692,0.00484,0.689647,1.0,3.606153846153846,6.0,2.0,2.0,2.976923076923077,0.2976923076923077,3.0,1.0
